msoa11_cd,msoa11_hclnm,subgroup_code,subgroup_name,all_ages,wk_05,wk_06,wk_07,wk_08,wk_09,wk_10,wk_11,wk_12,wk_13,wk_14,wk_15,wk_16,wk_17,wk_18,wk_19,wk_20,wk_21,wk_22,wk_23,wk_24,wk_25,wk_26,wk_27,wk_28,wk_29,wk_30,wk_31,wk_32,wk_33,wk_34,wk_35,wk_36,wk_37,wk_38,wk_39,wk_40,wk_41,wk_42
E02004502,"Margaretting, Stock & Ramsden",1b2,Rural White-Collar Workers,7091,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,4,10,5
E02004503,South Woodham Ferrers North,6b2,White Suburban Communities,7982,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,3,9
E02004504,South Woodham Ferrers South,6a2,Comfortable Suburbia,7996,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,3,NA,4,6,14,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,7,5
E02004505,Rettendon & Runwell,6b2,White Suburban Communities,5970,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3
E02004506,"Horkesley Heath, Langham & Dedham",6a4,Ageing in Suburbia,7149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,8
E02004507,Highwoods,5a2,Multi-Ethnic Professionals with Families,9933,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,11,10,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,6
E02004508,West Bergholt & Wormingford,1b2,Rural White-Collar Workers,6511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,7
E02004509,Mile End & Braiswick,5a2,Multi-Ethnic Professionals with Families,14885,NA,NA,NA,NA,NA,NA,NA,NA,3,6,9,14,21,21,10,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,17
E02004512,Central Colchester,5a3,Families in Terraces and Flats,11610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,4,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,36
E02004513,Greenstead,4a2,Social Renting New Arrivals,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,7,5,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13
E02004514,Lexden,6a4,Ageing in Suburbia,5668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3
E02004515,Marks Tey & Wakes Colne,1b2,Rural White-Collar Workers,8669,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,5
E02004516,New Town & Hythe,5a3,Families in Terraces and Flats,14094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,17,9,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,5,14
E02004517,Stanway,6b4,Older Workers and Retirement,9136,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,4,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,3,8
E02004518,Abbey Field,5a3,Families in Terraces and Flats,7869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,4,7,10,17
E02004519,Prettygate & Westlands,6a4,Ageing in Suburbia,7314,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,NA
E02004520,Shrub End,5a3,Families in Terraces and Flats,9529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
E02004521,Old Heath & Rowhedge,5b3,Self-Sufficient Retirement,9189,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,5
E02004522,Wivenhoe & University,5a2,Multi-Ethnic Professionals with Families,12010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,4,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,8,8
E02004523,Monkwick,8a1,Industrious Transitions,10335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,16,11,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,12
E02004524,"Layer-de-la-Haye, Abberton & Mersea East",6b2,White Suburban Communities,8390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7
E02004525,Tiptree,6b4,Older Workers and Retirement,7597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10
E02004526,West Mersea,6a3,Detached Retirement Living,7285,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,5,3
E02006922,Parson's Heath,6a3,Detached Retirement Living,13943,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,9,7,8,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,8,12
E02004527,"North Weald, Matching & Sheering",6b2,White Suburban Communities,8851,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,7,NA,5
E02004528,"Roydon, Lower Nazeing & Epping Green",1b2,Rural White-Collar Workers,8427,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,11,17
E02004529,"Fyfield, High Ongar & Stapleford Abbotts",1b2,Rural White-Collar Workers,6837,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,6,5
E02004530,Chipping Ongar,5b3,Self-Sufficient Retirement,6555,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5
E02004531,Epping North,5b3,Self-Sufficient Retirement,7078,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,5
E02004532,Epping South,5a2,Multi-Ethnic Professionals with Families,6375,NA,NA,NA,NA,NA,NA,NA,NA,8,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,4
E02004533,Waltham Abbey North,8d2,Hard-Pressed Ethnic Mix,7503,NA,NA,NA,NA,NA,NA,NA,3,7,4,7,10,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,10,7,10
E02004534,Waltham Abbey South,5a2,Multi-Ethnic Professionals with Families,9044,NA,NA,NA,NA,NA,NA,NA,NA,3,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,5,3,8,4
E02004535,Waltham Abbey West & Outer,6a4,Ageing in Suburbia,5924,NA,NA,NA,NA,NA,NA,NA,NA,9,8,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,8
E02004536,Theydon Bois & Abridge,6b4,Older Workers and Retirement,6263,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,3,7,5
E02004537,Loughton East,8d2,Hard-Pressed Ethnic Mix,9217,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,5,7,18
E02004538,Loughton North,6a1,Indian Tech Achievers,9797,NA,NA,NA,NA,NA,NA,NA,4,NA,9,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,7,9,9,14,14
E02004539,Loughton South,7a3,Multi-Ethnic Hardship,8008,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,5,11
E02004540,Loughton West,5a2,Multi-Ethnic Professionals with Families,6066,NA,NA,NA,NA,NA,NA,NA,3,5,3,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,8,5,5,6
E02004541,Buckhurst Hill,5a2,Multi-Ethnic Professionals with Families,11782,NA,NA,NA,NA,NA,NA,NA,NA,7,14,12,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,8,11,11,15,17
E02004542,Chigwell,6a1,Indian Tech Achievers,6641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,4,NA,14,10,8
E02004543,Grange Hill,4c1,Achieving Minorities,7321,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,7,5,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,6,9
E02004544,Old Harlow & Newhall,5b3,Self-Sufficient Retirement,8885,NA,NA,NA,NA,NA,NA,NA,NA,3,13,7,4,8,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,10,6
E02004545,Mark Hall & Templefields,7a3,Multi-Ethnic Hardship,7657,NA,NA,NA,NA,NA,NA,NA,NA,3,6,3,4,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,5,5
E02004546,Nettleswell,7a3,Multi-Ethnic Hardship,8016,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
E02004547,Little Parndon & Hare Street,4a1,Private Renting Young Families,9286,NA,NA,NA,NA,NA,NA,NA,NA,6,10,10,12,7,8,9,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6
E02004548,Church Langley,5a2,Multi-Ethnic Professionals with Families,8706,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,11,15
E02004549,Bush Fair & Brays Grove,8d2,Hard-Pressed Ethnic Mix,7837,NA,NA,NA,NA,NA,NA,NA,NA,10,9,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,4,9
E02004550,Passmores & The High,7a3,Multi-Ethnic Hardship,8451,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,7,5,8,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,6,NA,NA
E02004551,Potter Street,8d2,Hard-Pressed Ethnic Mix,7420,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,6,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5
E02004552,Great Parndon & Katherines,7a3,Multi-Ethnic Hardship,6361,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,3
E02004553,Staple Tye & Latton Bush,8d3,Hard-Pressed European Settlers,7170,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
E02004554,Kingsmoor,7a3,Multi-Ethnic Hardship,7278,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
E02004555,"Tollesbury, Tolleshunt & Goldhanger",1b2,Rural White-Collar Workers,6435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6
E02004556,"Great Totham, Wickham Bishops & Woodham",6a3,Detached Retirement Living,7491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
E02004557,Heybridge,6b2,White Suburban Communities,8548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4
E02004558,Maldon North,5b3,Self-Sufficient Retirement,6939,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7
E02004559,Maldon South,6b2,White Suburban Communities,7711,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5
E02004560,"Southminster, Bradwell & Dengie Peninsula",8a1,Industrious Transitions,9177,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6
E02004561,"Mayland, Althorne & Cold Norton",6a3,Detached Retirement Living,10667,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,3
E02004562,Burnham-on-Crouch,6b2,White Suburban Communities,7958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
E02004563,Hullbridge,6b3,Semi-Detached Ageing,6559,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
E02004564,Ashingdon,6b3,Semi-Detached Ageing,8254,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,5,NA,NA,NA,4,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,3,5
E02004565,Hockley & Hawkwell West,6b3,Semi-Detached Ageing,16008,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,4,13
E02004566,Rochford Town & Canewdon,7a3,Multi-Ethnic Hardship,5990,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
E02004567,Rayleigh North East,6a3,Detached Retirement Living,8260,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,4,9,9,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,8,7
E02004568,Rayleigh North West,5a1,White Professionals,9213,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,8,11
E02004569,Rochford Outer & Hawkwell East,5b3,Self-Sufficient Retirement,8055,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,4,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
E02004570,Rayleigh South West,6b4,Older Workers and Retirement,8934,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,14,4,3,5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,3
E02004571,Rayleigh South East,6b3,Semi-Detached Ageing,8190,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,10,NA
E02004572,Great Wakering & Foulness,6b2,White Suburban Communities,7905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,5
E02004573,Harwich Town & Dovercourt,7a2,Hampered Aspiration,6529,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,5,10,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E02004574,Harwich Parkeston,8a1,Industrious Transitions,7824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
E02004575,Manningtree & Mistley,1b2,Rural White-Collar Workers,11687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,9
E02004576,Harwich West & South,6b2,White Suburban Communities,9110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA
E02004577,Elmstead Market & Ardleigh,1a2,Established Farming Communities,5680,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,3,5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
E02004578,Walton & Frinton Coastal,5b2,Communal Retirement,7331,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,12,25,4,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5
E02004579,Weeley & Thorpe-le-Soken,6a3,Detached Retirement Living,7266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,8
E02004580,Frinton West & Kirby,6a3,Detached Retirement Living,12194,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,4,16,9,6,6,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,12,4
E02004581,"Alresford, Great Bentley & Thorrington",6b3,Semi-Detached Ageing,7917,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,4,3,4,NA,24,29,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,13
E02004582,Clacton North,6b3,Semi-Detached Ageing,7003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,9
E02004583,Brightlingsea & Point Clear,5b3,Self-Sufficient Retirement,8853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15,7
E02004584,Holland-on-Sea,6a3,Detached Retirement Living,6692,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,11
E02004585,Clacton Bocking's Elm,6b4,Older Workers and Retirement,8674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11
E02004586,Clacton East,6a4,Ageing in Suburbia,8369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,4,3,NA,6,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,14
E02004587,Clacton Rush Green,5b3,Self-Sufficient Retirement,8118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,11,14
E02004588,Clacton Central,5b2,Communal Retirement,7179,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,NA,5,5,4,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8
E02004589,Clacton West,5b3,Self-Sufficient Retirement,7733,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,3,6,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,13,16
E02004590,Jaywick & St Osyth,6b3,Semi-Detached Ageing,8402,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,5,5,7,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,8
E02004591,"Audley End, Ashdon & the Chesterfords",1b2,Rural White-Collar Workers,7434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,9
E02004592,Saffron Walden Town,5b3,Self-Sufficient Retirement,13668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,7,12
E02004593,"Newport, Littlebury & Clavering",1b2,Rural White-Collar Workers,8709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,5
E02004594,"Thaxted, Great Sampford & Radwinter",1b2,Rural White-Collar Workers,8716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,10,9
E02004595,Stansted Mountfitchet & Elsenham,6b2,White Suburban Communities,14491,NA,NA,NA,NA,NA,NA,NA,NA,5,8,7,9,19,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,4,20,11,10
E02004596,"Takeley, Airport & Mountfitchet South",1b2,Rural White-Collar Workers,10604,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,9,14,7,11
E02004597,Great Dunmow,5a1,White Professionals,8641,NA,NA,NA,NA,NA,NA,3,NA,3,4,4,NA,NA,13,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,NA,NA,10,6,4,10
E02004598,"Flitch Green, Felsted & High Easter",1b2,Rural White-Collar Workers,11206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,7,17,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,4,4,11,6,5
E02004599,"Hatfield Heath, Hallingburys & Rodings",1b2,Rural White-Collar Workers,7815,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,8,NA
